drive_frequency_GHz,power_at_peak_dBm
6.02589945,-2.8349454481232166
6.025907454,-2.735334036982516
6.025915458,-2.574408546612869
6.025923462,-2.454440101321281
6.025931466,-2.3034543199674453
6.02593947,-2.114969002231657
6.025947474,-2.0116004829541367
6.025955478,-1.8391172017294088
6.025963482,-1.679827076561412
6.025971486,-1.494170314661491
6.02597949,-1.322942379606212
6.025987494,-1.151874907494009
6.025995498,-0.9119743875168662
6.026003502,-0.723952557390331
6.026011506,-0.436761117689703
6.02601951,-0.1950223519720542
6.026027514,0.1714077672643459
6.026035518,0.5365752139771187
6.026043522,1.092549408836805
6.026051526,1.980058884549429
6.02605953,1.9927207803147475
6.026067534,2.0013565311592925
6.026075538,2.0083087756336884
6.026083542,2.0142725184699346
6.026091546,2.0195636914301835
6.02609955,2.0243633761742297
6.026107554,2.0287763913878605
6.026115558,2.032872924991324
6.026123562,2.036711429140425
6.026131566,2.0403265090199967
6.02613957,2.0437499568964026
6.026147574,2.047008104223154
6.026155578,2.050115655205986
6.026163582,2.053089207489584
6.026171586,2.05594118933994
6.02617959,2.0586858119838087
6.026187594,2.06132525353594
6.026195598,2.0638740979377825
6.026203602,2.066336082153629
6.026211606,2.068717724245752
6.02621961,2.071022025528534
6.026227614,2.073263102924195
6.026235618,2.075431948150789
6.026243622,2.077541436839184
6.026251626,2.0795905741735643
6.02625963,2.0815843630121367
6.026267634,2.083523167270806
6.026275638,2.085414640445639
6.026283642,2.087255632366664
6.026291646,2.0890497644071524
6.02629965,2.090799394934291
6.026307654,2.092508748133881
6.026315658,2.094175491328264
6.026323662,2.0957839200479573
6.026331666,2.097391250766155
6.02633967,2.0989467087051272
6.026347674,2.1004634219894984
6.026355678,2.101947751136056
6.026363682,2.103395031936321
6.026371686,2.104814523151643
6.02637969,2.1062004133972656
6.026387694,2.107555417060829
